NAME,TITLE,STUDYTYPE,STUDYSOP,STUDYSUBTYPE,PASS,PMS,HARMONIZEDCATEGORY,INDICATION,HARMONIZEDPRIMARYDRUG,DRUGPRIORITY,STATUS,STATUSDETAIL,COUNTRIESOFSTUDY,UNITEDSTATES,INTERNATIONALPRIORITY,ANCHORMARKET,EXECUTIONGROUP,SPONSORINGDIVISION
60290515,"Breast cancer: retrospective observational study with real world evidence of HR +, HER2 patients - stage IV",General Research,GNT01,General Research,No,No,Oncology,Breast,,No Drug,Canceled,No additional details,"Chile,",No,No,No,,POD
B1931035,BESPONSA INJECTION 1MG SPECIAL INVESTIGATION (PEDIATRIC INVESTIGATION),NON INTERVENTIONAL,CT24,,No,Yes,Oncology,Acute lymphocytic leukaemia recurrent| Acute lymphocytic leukaemia refractory,Inotuzumab ozogamicin,,Approved,No additional details,,No,No,No,Japan PMS,PBG
53234441,WI244141 Molecular and Genetic Predictors of Remission in Patients with Systemic Juvenile Idiopathic Arthritis Treated with Tofacitinib,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Biosimilars,Tofacitinib,Priority Asset,Canceled,No additional details,"Russian Federation,",No,No,Yes,,CMAO
60273287,V122I ATTR-CM in th UK,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"United Kingdom,",No,No,Yes,,CMAO
53232811,WI210128 2015 ASPIRE CML _ Open-label phase II dose optimization study of bosutinib at a starting dose of 400 mg daily for adult patients with chronic myeloid leukemia (CML) in chronic phase post frontline TKI failure.,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Hematologic,Bosutinib,,Terminated,"Approved,Terminated","United States,",Yes,No,No,,POD
53232629,WI206555 GRAND 2015 _ Varenicline for _gradual_ vs. _abrupt_ smoking cessation in low-motivated COPD smokers_ A randomized pilot study,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Internal Medicine,General/Non-specific/Other,Varenicline,,Terminated,"Approved,Terminated","Israel,",No,No,No,,CMAO
87867675,The Effect of Voxelotor on Exercise Capacity of Youths with Sickle Cell Anemia,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Rare Disease,Sickle Cell Disease,Voxelotor,Priority Asset,Closed,No additional details,"United States,",Yes,No,No,,CMAO
67868907,Elranatamab in Combination with CELMoDS: Efficacy and Mechanisms of Resistance,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Hematologic,Elranatamab,Launch Priority,Terminated,"Approved,Terminated","United States,",Yes,No,No,,POD
68750647, Experimental Human Pneumococcal Challenge (EHPC) Model Establishing a Serotype 3 Experimental Human Pneumococcal Challenge Model(WI246405-1),Research Collaboration,RC01,,No,No,Vaccines,Pneumococcal,Pneumococcal 20-valent Conjugate Vaccine,Priority Asset,Closed,No additional details,"United Kingdom,",No,No,Yes,,CMAO
95244407,The ASPIRE trial: Ultrasound-guided corticosteroid injections for Achilles tendinopathy,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,,Persistence/Adherence,Other / Unknown,,External,No additional details,"Netherlands,",No,No,No,,
60298895,WI233718 Preclinical studies of FGFR1 and CDK4-6 or PAK1 inhibition in models of double-amplified (FGFR1- CCDN1 or PAK1) hormone-receptor positive breast cancer,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Other / Unknown,,Closed,No additional details,"Spain,",No,No,Yes,,POD
60313389,WI240026 Therapeutic Potential of Crizotinib in Philadelphia-negative Myeloproliferative Neoplasms,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Hematologic,Other / Unknown,,Closed,No additional details,"United States,",Yes,No,No,,POD
53234603,WI246471 Patient education on bleeding type and severity,General Research,GNT01,General Research,No,No,Rare Disease,Hemophilia,,No Drug,Ongoing,Contract Exeecuted,"Germany,",No,Yes,No,,CMAO
53235025,"WS757249Efficacy and safety of doxasozin with or without tolterodine in Indonesian men with LUTS caused by BPH  Effects on urinary symptoms, uroflowmetry and post void residual urine",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Internal Medicine,Overactive Bladder,,No Drug,Closed,No additional details,"Indonesia,",No,No,No,,BU
56662445,Microbiological Profile and Drug Sensitivity Pattern among CAP Patients in West Africa,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Hospital,Bacterial,Azithromycin,,Terminated,"Approved,Terminated","Côte D'Ivoire,",No,No,No,,CMAO
68723419,"A Randomized, Double-blind, Placebo-Controlled Trial to Evaluate the Efficacy of Ramipril to Prevent ICU Admission, Mechanical Ventilation or Death in Persons with COVID-19 (WI256281)",Research Collaboration,RC01,,No,No,Other / Unknown,Inflammation,,No Drug,Closed,No additional details,"United States,",Yes,No,No,,CMAO
53233191,WI218146 Noninvasive diagnostics in renal transplantation_ the role of ARFI based shear wave elastography,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Internal Medicine,Transplant,,No Drug,Closed,No additional details,"Germany,",No,Yes,No,,CMAO
93197237,Estudio caso y control en pacientes que consultan en Clínica Universidad de los Andes por migraña episódica con y sin aura,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Internal Medicine,Migraine,Rimegepant,Priority Asset,Rejected,No additional details,"Chile,",No,No,No,,CMAO
0910X100903,TAZOCIN FORMULARY INTERVENTION TRIAL,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Canceled,No additional details,,No,No,No,,WYETH
89243019,COVID-19 vaccine booster hesitancy and risk perceptions in Singapore: a mixed-methods investigation,General Research,GNT01,General Research,No,No,Vaccines,COVID-19 - (Vaccine),,No Drug,Planned,No additional details,"Singapore,",No,No,No,,CMAO
61591567,Development and Implementation of a Return-to-Campus Public Health Model,General Research,GNT01,General Research,No,No,Vaccines,COVID-19 - (Vaccine),,No Drug,Rejected,No additional details,"United States,",Yes,No,No,,CMAO
87341901,Safer mTOR inhibition for human geroprotection,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Internal Medicine,General/Non-Specific/Other,,No Drug,Rejected,No additional details,"United States,",Yes,No,No,,CMAO
88679163,Genetic predictors of migraine,General Research,GNT01,General Research,No,No,Internal Medicine,Migraine,,No Drug,Rejected,No additional details,"Portugal,",No,No,No,,CMAO
90810383,"Recombinant Human Growth Hormone (rHGH) for Early Patellofemoral Osteoarthritis: A Pilot, Randomized Placebo-controlled trial  ",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Rare Disease,Osteoarthritis,Somatrogon,,Rejected,No additional details,"Canada,",No,No,Yes,,CMAO
53234921,"WS313512 zhao-Lipitor-Support the Satelite Research Clinic Activities in Boise, ID for Study of Cartoid Plaque Comp",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Internal Medicine,Cholesterol/Hypercholesterolemia,,No Drug,Closed,No additional details,"United States,",Yes,No,No,,BU
88258473,Analysis of the efficacy of JAK inhibitors in the treatment of Vitiligo,General Research,GNT01,General Research,No,No,,Vitiligo,,No Drug,Canceled,No additional details,"China,",No,Yes,No,,CMAO
X9001146,A NON-INTERVENTIONAL STUDY FOR INVESTIGATING THE FACTORS AFFECTING DECISIONS OF BIOSIMILAR UTILIZATION IN HEALTHCARE AND HOSPITAL MANAGEMENT,NON INTERVENTIONAL,CT24,,No,No,,Ill-defined disorder,,No Drug,Completed,No additional details,"Japan,",No,Yes,No,,GEPB
54158053,Improvements in Emergency Department Care of Vaso-Occlusive Crisis and Patient Reported Outcomes after Implementation of the New London Health Sciences Centre (LHSC) Sickle Cell Disease Program,General Research,GNT01,General Research,No,No,Rare Disease,Sickle Cell Disease,,No Drug,Rejected,No additional details,"Canada,",No,No,Yes,,CMAO
72806435,Identification of genes involved in anti-TNFα drug  sensitivity and resistance in ulcerative colitis.,General Research,GNT01,General Research,No,No,Inflammation and Immunology,IBD (Inflammatory Bowel Disease),,No Drug,Ongoing,Contract Exeecuted,"Japan,",No,Yes,No,,CMAO
53232549,WI204307 Pilot Clinical Drug Trial of Sirolimus for Cognitive Impairments in Sturge-Weber syndrome,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Internal Medicine,Transplant,,No Drug,Closed,No additional details,"United States,",Yes,No,No,,CMAO
53234533,"WI245559 FULL   Defining the incidence, potential risk factors and resistance pattern of invasive fungal infections in patients with hematological malignancies in a South East Asia country.",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Hospital,Fungal,Fluconazole,,Ongoing,Contract Exeecuted,"Malaysia,",No,No,No,,CMAO
51968137,Staphylococcus aureus blood stream infections in Kuwait: response to treatment with Ceftaroline versus comparators and characterization of isolates,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Hospital,Bacterial,ceftaroline fosamilcroline fosamil,,Rejected,No additional details,"Kuwait,",No,No,No,,CMAO
524ECVD00420008,"FRAGMIN FOR POSTSURGICAL PROPHYLAXIS OF THROMBOSIS, PERFORMED BY GENERAL PRACTITIONERS",NON INTERVENTIONAL,CT24,,,,Oncology,,,No Drug,Completed,No additional details,"Germany,",No,Yes,No,,PHARMACIA
0910X100728,"A RE-EVALUATION AFTER FOUR YEARS OF BACTERIAL SUSCEPTIBILITIES TO PIPERACILLIN/TAZOBACTAM IN A TERITIARY CARE HOSPITAL, IN ATHENS, GREECE.",NON INTERVENTIONAL,CT24,,,,,,,No Drug,Completed,No additional details,,No,No,No,,WYETH
69335115,Evaluation of the impact of sickle cell anemia on the quality of life and reported symptoms of pediatric and adult patients in the Republic of Panama,General Research,GNT01,General Research,No,No,Rare Disease,Sickle Cell Disease,,No Drug,Closed,No additional details,"Panama,",No,No,No,,CMAO
65650815,The role of vitamin D in the immunomodulatory response in critically ill patients with SARS Cov2 and severe bacterial pneumonia admitted to a portuguese Intensive care unit - a clinical investigation study,General Research,GNT01,General Research,No,No,Other / Unknown,Inflammation,,No Drug,Rejected,No additional details,"Portugal,",No,No,No,,CMAO
53047495,"Effect of ageing on interpretation of disease activity measures and on cognition, physical activity and performance in patients with rheumatoid arthritis.",General Research,GNT01,General Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,,No Drug,Closed,No additional details,"Netherlands,",No,No,No,,CMAO
56288143,Serotype Distribution and Antimicrobial Susceptibility  in Invasive Pneumococcal Disease and Pneumococcal Acute Otitis Media in Children ≤ 14 years old in Greece,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Vaccines,Pneumococcal,Pneumococcal 20-valent Conjugate Vaccine,Priority Asset,Closed,No additional details,"Greece,",No,No,No,,CMAO
0906420008,EFFECTS ON ALBUMIN EXCRETION IN NON-DIABETIC HYPERTENSIVE PATIENTS WITH MICROALBUMINURIA WITH NIFEDIPINE,NON INTERVENTIONAL,CT24,,,,,Hypertension,,No Drug,Completed,No additional details,"Italy,",No,No,Yes,,WARNER LAMBERT
A3921294,PATIENT PREFERENCES FOR RHEUMATOID ARTHRITIS TREATMENT AFTER MTX FAILURE USING A DISCRETE-CHOICE EXPERIMENT,NON INTERVENTIONAL,CT24,,,,Inflammation and Immunology,,Tofacitinib,Priority Asset,Canceled,No additional details,"Korea, Republic Of,",No,No,Yes,,BU MEDICAL
57228245,Registry of Staphylococcus epidermidis. Comparison of producer and non-producer biofilm strains versus antibiotic sensitivity,General Research,GNT01,General Research,No,No,Vaccines,Bacterial,,No Drug,Closed,No additional details,"Italy,",No,No,Yes,,CMAO
60554383,The ROSE Project: An Interventional Program On Rural Outreaches for Breast Screening and Education,General Research,GNT01,General Research,No,No,Oncology,Breast,,No Drug,Rejected,No additional details,"Kenya,",No,No,No,,POD
B7451046,,NON INTERVENTIONAL,CT24,,No,No,Inflammation and Immunology,,Abrocitinib,Priority Asset,Not Pursued,No additional details,"United States,",Yes,No,No,,GPD
0906410270,ACHIEVE:CONGESTIVE HEART FAILURE INVESTIGATION AND ECONOMIC VARIABLE EVALUATION,NON INTERVENTIONAL,CT24,,,,,Cardiac failure congestive,,No Drug,Completed,No additional details,"Canada,",No,No,Yes,,WARNER LAMBERT
61603011,PEDSIDEA_COVID-19,General Research,GNT01,General Research,No,No,Vaccines,COVID-19 - (Vaccine),,No Drug,Rejected,No additional details,"United States,",Yes,No,No,,CMAO
0906421019,"AN OPEN STUDY TO EVALUATE THE SAFETY OF QUINAPRIL IN RELATION TO INSULIN RESISTANCE, B-CELL SENSITIVITY ITO GLUCOSE AND HEPATIC EXTRACTION OF GLUCOSE IN OBESE MALES WITH MILD HYPERTENSION DURING 12 WEEKS WITH A CONTROL GROUP OF OBESE AND NON-HYPERTENSIVE MALES",NON INTERVENTIONAL,CT24,,,,,Hypertension| Obesity,,No Drug,Completed,No additional details,"Spain,",No,No,Yes,,WARNER LAMBERT
54012959,Pneumococcal Serotype Distribution and Antibiotic Resistance Patterns in Children and Adults with Invasive Pneumococcal Diseases  after Introduction of Routine Pneumococcal Vaccination in Romania - a Multicenter Observational Study,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,,,,No Drug,Canceled,No additional details,,No,No,No,,CMAO
A3921340,,NON INTERVENTIONAL,CT24,,No,No,Inflammation and Immunology,,Tofacitinib,Priority Asset,Not Pursued,No additional details,"Spain,",No,No,Yes,,GPD
62160647,"A Prospective, cross-sectional, observational study to compare the prevalence of BRCA1, 2, CHEK2 and PALB2 Gene mutations and oncogenic viruses as risk factor among Familial and Non- Familial Breast Cancer women in Egypt",General Research,GNT01,General Research,No,No,Oncology,Breast,,No Drug,Rejected,No additional details,"Egypt,",No,No,No,,POD
53233597,WI229411 Molecular Surveillance of Streptococcus pneumoniae Carriage in Dutch Elderly Adults with and without Symptoms of Viral Respiratory Infection,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Vaccines,Pneumococcal,Pneumococcal 20-valent Conjugate Vaccine,Priority Asset,Closed,No additional details,"Netherlands,",No,No,No,,CMAO
B7981067,Burden of Alopecia Areata/ Burden of Atopic Dermatitis Among Japanese Patients,NON INTERVENTIONAL,CT24,,No,No,Inflammation and Immunology,Alopecia areata| Dermatitis atopic,Ritlecitinib,Launch Priority,Completed,No additional details,"Japan,",No,Yes,No,,PBG
57054537,Real World Observational/Prospective study of role of Trasntusuzub Biosimilar in the Oncology Care Model and Value Based Care,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Other / Unknown,Oncology,,No Drug,Rejected,No additional details,"United States,",Yes,No,No,,POD
69872853,Neurological manifestations in wild-type transthyretin amyloidosis,General Research,GNT01,General Research,No,No,Rare Disease,ATTR-CM (Transthyretin Amyloid Cardiomyopathy),,No Drug,Ongoing,Contract Exeecuted,"Austria,",No,No,No,,CMAO
74291157,"Epidemiology, management and outcomes of invasive fungal disease（IFD）in Hematopoietic Stem Cell Transplantation receipts in China：a retrospective、multi-center、observational study",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Hospital,Fungal,Isavuconazole,,Ongoing,Contract Exeecuted,"China,",No,Yes,No,,CMAO
C4591056,,NON INTERVENTIONAL,CT24,,No,No,COVID,,BNT162b2,Priority Asset,Planned,No additional details,"Korea, Republic Of,",No,No,Yes,,PBG
60288601,WI227405 Evolution of resistance to kinase targeting therapies in NSCLC,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Lung,Other / Unknown,,Closed,No additional details,"United States,",Yes,No,No,,POD
87722765,Cardiac outcomes after treatment of familial amyloid polyneuropathy,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Rare Disease,TTR Amyloidosis,Tafamidis,Priority Asset,Rejected,No additional details,"Portugal,",No,No,No,,CMAO
53233611,WI229533 A Single Arm Multicenter Open Label study of vincristine sulfate liposome and inotuzumab ozogamicin in adult patients with relapsed or refractory B lineage Acute Lymphoblastic Leukemia,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Hematologic,Inotuzumab ozogamicin,,Terminated,"Approved,Terminated","United States,",Yes,No,No,,POD
70809051,"DISTRIBUTION, SEVERITY AND TREATMENT OF PATIENTS WITH INFLAMMATORY BOWEL DISEASE IN ARGENTINA:  A MULTICENTRIC CROSS-SECTIONAL STUDY",General Research,GNT01,General Research,No,No,Inflammation and Immunology,IBD (Inflammatory Bowel Disease),,No Drug,Ongoing,Contract Exeecuted,"Argentina,",No,No,No,,CMAO
70409345,Palbociclib in RLPS,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Musculoskeletal,Palbociclib,Priority Asset,Rejected,No additional details,"United States,",Yes,No,No,,POD
0881A101492,LONG/TERM SAFETY STUDY OF ETANERCEPT IN PATIENT WITH RHEUMATOID ARTHRITIS WHO COMPLETED TRIAL 0881A1-301-EU.,NON INTERVENTIONAL,CT24,,,,Inflammation and Immunology,Rheumatoid arthritis,Etanercept,,Completed,No additional details,"Spain,Spain",No,No,Yes,,WYETH
A9061003,"OPEN, NON-COMPARATIVE DRUG MONITORING PROGRAM WITH ACCUPRO/ACCUZIDE (QUINAPRIL) IN PATIENTS WITH HYPERTENSION",NON INTERVENTIONAL,CT24,,,,,Essential hypertension,,No Drug,Completed,No additional details,"Austria,",No,No,No,,PGP
53232971,WI212971 Maximizing the Efficacy of Sedation an Reducing Neurological Dysfunction and Mortality in Septic Patients with Acute Respiratory Failure,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Hospital,General/Non-specific/Other,Dexmedetomidine,,Closed,No additional details,"United States,",Yes,No,No,,CMAO
57992997,AFT-50 / ML40820: Endometrial Master Protocol (EndoMAP): A Phase IB/II Multi-Cohort Study of Targeted Agents with Atezolizumab for Patients with  Recurrent or Persistent Endometrial Cancer,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Gynecological,Talazoparib,Launch Priority,Ongoing,Contract Exeecuted,"United States,",Yes,No,No,,POD
53232581,WI205012 Epidemiological non-interventional  study aimed to clarify the occurrence of pneumococcal etiology and clinical associations in severe community acquired pneumonias demanding hospitalization.,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Vaccines,Pneumococcal,,No Drug,Closed,No additional details,"Slovakia,",No,No,No,,CMAO
72804873,PREVALENCE OF TRANSTHYRETIN AMYLOIDOSIS IN PATIENTS WITH PARADOXICAL LOW FLOW LOW GRADIENT AORTIC STENOSIS IN NORTHERN ONTARIO,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"Canada,",No,No,Yes,,CMAO
72953445,Assessing the Validity and Reliability of a Physical Performance Test Battery for Children with Juvenile Idiopathic Arthritis ,General Research,GNT01,General Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,,No Drug,Canceled,Contract Sent to Org for Review,"South Africa,",No,No,No,,CMAO
53234859,"WS281593-46 A Phase II Trial in Which Patients With Metastatic Alveolar Soft Part Sarcoma Are Randomized to Either Sunitinib or Cediranib Monotherapy, With Cross-Over at Disease Progression",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Genitourinary,Sunitinib,,Closed,No additional details,"United States,",Yes,No,No,,POD
61417051,"Epidemiology, risk factors and outcomes of invasive candidiasis (IC) in China: development of first Chinese IC medical database and retrospective and prospective investigation",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Vaccines,Fungal,Other / Unknown,,Ongoing,Contract Exeecuted,"China,",No,Yes,No,,CMAO
88616693,Inotuzumab as a bridge to allogeneic stem cell transplant in patients with either refractory/relapsed or MRD-positive B-cell Acute Lymphoblastic Leukemia,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Hematologic,Inotuzumab ozogamicin,,Canceled,Contract Exeecuted,"Italy,",No,No,Yes,,POD
C3731006,,NON INTERVENTIONAL,CT24,,Yes,No,Rare Disease,,Giroctocogene fitelparvovec,,Planned,No additional details,"France, United Kingdom, United States,",Yes,Yes,Yes,,GPD
64884405,Talazoparib as maintenance treatment after platinum based-chemotherapy response in triple negative metastatic breast cancer -The MAINTTAIN study-,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Talazoparib,Launch Priority,Rejected,No additional details,"Spain,",No,No,Yes,,POD
53234857,WS281593-36 A Phase I Trial of Sunitinib and Hydroxychloroquine,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Genitourinary,Sunitinib,,Closed,No additional details,"United States,",Yes,No,No,,POD
94558089,Development and Evaluation of a Decision Support Tool for Breast Cancer Based on NCCN Guidelines,General Research,GNT01,General Research,No,No,Oncology,Breast,,No Drug,Rejected,No additional details,"Spain,",No,No,Yes,,POD
61703401,TOF add-on in ulcerative colitis patients who are treated with VED,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,IBD (Inflammatory Bowel Disease),Tofacitinib,Priority Asset,Rejected,No additional details,"Japan,",No,Yes,No,,CMAO
A5481146,"Surveillance, Epidemiology, and End Results based Real World Evidence in EArLy Breast Cancer (SEER REAL BC) Studies: Patient Characteristics, Treatment Patterns, and Outcomes in Patients with HR+/HER2 early stage breast cancer",NON INTERVENTIONAL,CT24,,No,No,Oncology,Breast cancer,Palbociclib,Priority Asset,Completed,No additional details,"United States,",Yes,No,No,,PBG
67570243,MR Neurography in Patients with wildtype TTR Amyloidosis compared to hATTR and CIDP,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"Germany,",No,Yes,No,,CMAO
54996067,"Effectiveness of knee osteoarthritis application on cognitive behavioral therapy in improving pain, functional disability, psychological outcomes and compliance",General Research,GNT01,General Research,No,No,Internal Medicine,Chronic,,No Drug,Rejected,No additional details,"Malaysia,",No,No,No,,CMAO
65308021,Cardiac Amyloidosis Discovery Trial (CAD-Trial),Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Rare Disease,ATTR-CM (Transthyretin Amyloid Cardiomyopathy),Tafamidis,Priority Asset,Ongoing,Contract Exeecuted,"United States,",Yes,No,No,,CMAO
C3791006,"A prospective, single-arm, open-label, non-interventional, multi-centre, post marketing surveillance (PMS) study of Cresemba to evaluate safety and effectiveness in patients with invasive aspergillosis or invasive mucormycosis in Korea",NON INTERVENTIONAL,CT24,,No,Yes,Hospital,Aspergillus infection| Mucormycosis,Isavuconazole,,Ongoing,No additional details,"Korea, Republic Of,",No,No,Yes,,GPAC
53232983,WI213008 Top-down Infliximab Study in Kids with Crohn¿s disease,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Inflammation,Infliximab,,Closed,No additional details,"Netherlands,",No,No,No,,CMAO
52321771,"The Volatiloma: role of Volatile Organic Compounds (VOCs) in Exhaled breath as predictive biomarkers of response to CDK 4/6 inhibitors in the treatment of HR+ve/HER2-ve MetastatIc Breast Cancer (MBC) patients. A prospective, explOratory study.",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Palbociclib,Priority Asset,Rejected,No additional details,"Italy,",No,No,Yes,,POD
65464811,Maintainance Talazoparib for Germline BRCA-mutated metastatic triple negative breast cancer,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Talazoparib,Launch Priority,Rejected,No additional details,"United States,",Yes,No,No,,POD
53234403,WI243537 INNOVARE2018 _ The response to therapy with Tofacitinib in PsA patients. Linking serum IL-17 cytokine and JAK polymorphisms.,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,Tofacitinib,Priority Asset,Terminated,"Canceled,Terminated","Italy,",No,No,Yes,,CMAO
62301959,Advanced therapy registry for IBD patients,General Research,GNT01,General Research,No,No,Inflammation and Immunology,IBD (Inflammatory Bowel Disease),,No Drug,Closed,No additional details,"Israel,",No,No,No,,CMAO
67498345,Interaction between gut microbiota and tyrosine kinase inhibitors in defining the clinical outcomes of patients with chronic myeloid leukemia,General Research,GNT01,General Research,No,No,Oncology,Hematologic,,No Drug,Closed,No additional details,"Italy,",No,No,Yes,,POD
A5481187,Characteristics and real-world use of palbociclib and other CDK4/6is in naive patients in Australia: a retrospective analysis (ROSIE),NON INTERVENTIONAL,CT24,,No,No,Oncology,Breast cancer metastatic,Palbociclib,Priority Asset,Completed,No additional details,,No,No,No,,PBG
3074A1101897,,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Completed,No additional details,,No,No,No,,WYETH
76365625,Dominating pneumococcal serotype prevalence in Iraq,General Research,GNT01,General Research,No,No,Vaccines,Pneumococcal,,No Drug,Rejected,No additional details,"Iraq,",No,No,No,,CMAO
67821001,A Telemedicine-Based Approach to Increasing Participation of Patients of Color in Cancer Clinical Trials,General Research,GNT01,General Research,No,No,Oncology,Genitourinary,,No Drug,Canceled,No additional details,,No,No,No,,POD
0881X14633,RISK OF MALIGNANCY IN A US-BASED POPULATION OF JUVENILE IDIOPATHIC ARTHRITIS (JIA) PATIENTS.,NON INTERVENTIONAL,CT24,,,,Inflammation and Immunology,,Etanercept,,Canceled,No additional details,,No,No,No,,WYETH
B1801352,INMUNOGENECITY OF ANTI-TNF TREATMENTS IN PATIENTS WITH RHEUMATIC DISEASES. REASON STUDY,NON INTERVENTIONAL,CT24,,,,Inflammation and Immunology,Ankylosing spondylitis| Psoriatic arthropathy| Rheumatoid arthritis,Etanercept,,Completed,No additional details,"Spain,Spain",No,No,Yes,,BU MEDICAL
B0661035,ASSESSMENT STUDY OF PHYSICIANS’ PERCEPTION ON VKA MONITORING,NON INTERVENTIONAL,CT24,,,,Internal Medicine,Cardiac disorder,Apixaban,Priority Asset,Completed,No additional details,"France,France",No,Yes,No,,BU MEDICAL
60394905,WI250731 Targeting glucagon signalling to protect mice from olanzapine and clozapine induced diabetes,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Other / Unknown,Compound Transfer Migration,Other / Unknown,,Closed,No additional details,"Australia,",No,No,Yes,,CMAO
68579511,A randomized phase II study to evaluate efficacy of T-DM1 with or without PD-0332991 in the treatment of patients with metastatic HER2-positive breast cancer(WI220621),Research Collaboration,RC01,,No,No,Oncology,Breast,Palbociclib,Priority Asset,Ongoing,Closed to Enrollment,"United States,",Yes,No,No,Medical Affairs,POD
63075789,Role of Nuclear Medicine on early diagnosis and prognosis of  ATTR cardiac amyloidosis,General Research,GNT01,General Research,No,No,Rare Disease,ATTR-CM (Transthyretin Amyloid Cardiomyopathy),,No Drug,Ongoing,Contract Exeecuted,"Brazil,",No,No,Yes,,CMAO
66532477,Bolstering the NPF Victor Henschel Biobank as a resource for clinical and genetic data for psoriatic arthritis research,General Research,GNT01,General Research,No,No,,Psoriatic Arthritis,,No Drug,Rejected,No additional details,"United States,",Yes,No,No,,CMAO
53232681,WI207703 Identification of predictive marker for therapy response to PD-0332991,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Palbociclib,Priority Asset,Closed,No additional details,"Germany,",No,Yes,No,,POD
56190461,The Role of Lyso-Gb1 Levels in Patients with Gaucher Disease,General Research,GNT01,General Research,No,No,Internal Medicine,Lysosomal Storage Diseases,,No Drug,Closed,No additional details,"Turkey,",No,No,Yes,,CMAO
67616041,Mexican Registry of adverse events of biologics and biosimilar treatment in patients with rheumatic diseases (BIOBADAMEX),General Research,GNT01,General Research,No,No,Other / Unknown,Inflammation,,No Drug,Rejected,No additional details,"Mexico,",No,No,Yes,,CMAO
87283441,Late endocrine consequences of childhood malignancy – diagnosis and suggestion of specific care to cancer survivors ,General Research,GNT01,General Research,No,No,Internal Medicine,Growth Hormone Deficiency,,No Drug,Rejected,No additional details,"Brazil,",No,No,Yes,,CMAO
67563733,CAPTURE AMYLOID2,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"Japan,",No,Yes,No,,CMAO
